time,queue_length
2491.5393275661577,0
2494.169778567033,0
2503.3581508148477,0
2506.104051582119,0
2535.1603615301906,0
2544.056065358889,0
2548.031218851458,0
2572.9487662386714,0
2574.789496381338,0
2612.2139227176676,0
2618.5184773290807,0
2625.3055033956803,0
2627.4692980568993,0
2641.517365789793,0
2656.1094341972303,1
2659.2266660491014,0
2682.613953927828,0
2684.908764615378,0
2690.4821897899333,0
2695.8533508390988,0
2703.5474565106188,0
2707.7150740963043,0
2709.4274296100666,0
2716.962523458642,0
2720.909158038106,0
2726.0206235058013,0
2732.197789177266,0
2735.0994905033494,0
2741.484007815432,0
2748.8384191017954,0
2748.8845577550046,0
2751.607546639584,0
2751.6156670818464,0
2755.859144116476,0
2758.7752067161773,0
2769.238852897198,0
2779.7717091735535,0
2786.287959920689,0
2792.321288924943,0
2792.3215349089073,0
2798.236499561954,0
2801.5915896806778,0
2805.8474029921585,0
2811.0546612981416,0
2821.041953133443,0
2825.8781340416217,0
2832.321820521048,0
2833.0434761148667,0
2834.093976151816,0
2836.4705109179713,0
2857.3404788420526,0
2860.5772068256706,1
2865.4520629905287,1
2868.2155367751548,1
2872.6566679394255,1
2873.645813365793,1
2879.8370255379637,0
2903.633206197875,0
2910.5641241311087,0
2913.588781452958,0
2916.0852725136333,0
2923.849829003103,0
2931.9097695867567,0
2932.1321794949426,0
2936.2340031523727,0
2938.4881361716057,0
2950.681242902848,0
2952.649232850377,0
2960.468035423674,0
2960.6337170054885,0
2967.2437031322156,0
2969.304631128584,0
2976.56146262989,0
2983.9097453415447,0
2992.6512238598643,0
2998.3313934274975,0
3012.8524191170873,0
3014.868665583067,0
3015.343087888165,0
3020.7612024572086,0
3034.2901596526417,0
3038.938443296008,0
3043.832368513382,0
3050.173627931622,0
3055.4337157906753,0
3064.930214174504,0
3065.58304660078,0
3075.143768890294,0
3078.366908809979,0
3087.9849101938257,0
3093.2434823248605,0
3098.2816809289448,0
3100.2984322218267,0
3102.7939629260222,0
3103.7149249759727,0
3112.2646960380953,0
3114.6144179859334,0
3123.2842666616693,0
3135.003779129655,0
3147.8648195818964,0
3160.274061723258,0
3180.0228005869303,0
3186.725589628096,0
3191.0154742517643,0
3194.3330567657413,0
3195.5112316553277,0
3203.7045965447414,0
3207.284208695138,0
3208.7016021113272,0
3213.104472578807,0
3214.499293729931,0
3227.09861593298,0
3231.622736331685,0
3232.0816605658665,0
3232.3096383402803,0
3232.56018025947,0
3232.71620506616,0
3233.5994621772657,0
3242.4689858592433,0
3242.7343794616527,0
3249.0435975365226,0
3252.663120743586,0
3254.1718526313753,0
3257.419644155973,0
3269.40579493024,0
3273.2508785361797,0
3273.482377416055,0
3275.9748788076536,0
3276.3990725149865,0
3276.6736793631435,0
3280.091909387812,0
3280.483381514102,0
3282.946301323267,0
3293.8071243999384,0
3301.172527032332,0
3311.494047395588,0
3321.6944472941323,0
3348.8633679019727,0
3393.0280759943985,0
3508.9701715063784,0
3526.1990478380667,0
3535.34137235503,0
3535.856136237447,0
3547.203725923426,0
3549.9022812625817,0
3556.6072180337246,0
3561.1989539541646,0
3566.441425847945,0
3590.4852451193046,0
3591.4762594211334,0
3594.183245376325,0
3603.9720434562373,0
3607.9936566935608,0
3613.319650911351,0
3644.702593329087,0
3647.3894761258484,1
3647.864169148669,0
3648.7364281158575,0
3650.615301835524,1
3651.236197880913,1
3658.566799938544,0
3660.1299868175274,0
3664.5972360446885,1
3678.796821942125,1
3683.6624197131855,1
3702.260160644498,1
3707.0850100258044,0
3711.9546066964817,1
3725.6026909509324,0
3737.191162747546,1
3737.7504818354632,0
3741.733237634232,0
3765.7443475804125,0
3770.2784060564336,1
3785.954954817054,1
3789.592523914766,2
3794.7159929244117,1
3797.405405504519,2
3803.72588409059,2
3808.325743998937,1
3817.8286919270054,1
3820.1166890954983,1
3821.1572439436236,1
3822.347365738325,1
3823.5862215004922,0
3834.5239960259737,0
3840.4186960401257,0
3846.9200980715277,0
3850.754154745124,0
3862.664329084399,0
3868.624561455111,0
3869.791783003543,0
3877.443676156946,0
3888.882613495068,0
3894.5032858883305,0
3898.822722557873,1
3899.930492418438,0
3901.0602561071646,1
3901.381488660376,1
3912.863889074785,0
3930.389019281402,0
3932.8308105687825,0
3939.0798656774527,0
3939.451338426527,0
3941.4082676981625,0
3947.4792259423148,0
3951.8978225214387,0
3954.6110910253324,0
3974.9766629289484,0
3975.1807226959772,0
3978.6026726113573,0
3981.4771951554526,0
3988.865262477746,0
3989.797774646046,0
3996.1041473350433,0
4013.3370682548507,0
4015.293587126841,0
4026.7482662233665,0
4031.8444232897696,0
4040.161364035808,0
4040.2473924711335,0
4045.105617191887,0
4047.5291168987974,0
4055.3871137966757,0
4059.665446146864,0
4062.1523263362874,0
4074.7151184709865,0
4083.936143132142,0
4088.2524916449765,0
4093.4893508511623,0
4103.529683205284,0
4107.624703973214,0
4115.65982358228,0
4118.932253163664,0
4120.752924527319,0
4131.076983551445,0
4131.570929679984,0
4136.632294021198,0
4137.703607661142,0
4141.324409324435,0
4143.902350787417,0
4182.731092470654,0
4187.343628847269,0
4203.187155835551,0
4206.639111620705,0
4212.038901239211,0
4212.478143707895,0
4214.346387633439,0
4255.573663891826,0
4259.649397848988,0
4261.759138706642,0
4273.969564029661,0
4275.893808655923,0
4289.712331666758,0
4296.580186068629,0
4299.95232512115,0
4332.725292246668,0
4334.4847577716555,0
4351.208868162471,0
4354.964973365107,0
4436.533595089569,0
4437.635586181271,0
4441.576608264604,0
4444.0986004427305,0
4466.416396386433,0
4468.919221114201,0
4479.150391969693,0
4480.613006594372,0
4480.992024277131,0
4500.101826126512,0
4500.397847552326,0
4527.103568174009,0
4527.170550892685,0
4533.752645693341,1
4533.93781016218,0
4537.756506212492,0
4538.024351893684,0
4540.877773111318,0
4551.120680771031,0
4559.305168023666,0
4562.82221123892,0
4569.1394245875335,0
4582.910045797241,0
4583.035087364612,0
4589.879592910092,0
4607.3147123469425,0
4615.956766005946,1
4618.048293664485,0
4620.492498556859,1
4622.70681621131,1
4629.005881140286,2
4631.522459517146,2
4632.1876518856925,2
4665.856297471871,1
4680.560638120506,0
4696.86346023364,0
4700.481883502855,0
4701.498808216824,0
4703.893054735211,1
4713.666252178266,0
4724.506138554936,0
4736.102818263562,0
4747.844688643454,0
4758.191246441165,0
4758.917227594961,0
4779.182624435113,0
4780.209208181023,0
4790.377088284465,0
4793.963906172573,0
4795.968107898087,0
4796.927418039113,0
4801.7455544785935,0
4813.272463652735,0
4815.361834212873,0
4818.716314137315,0
4836.676785183541,0
4842.154342649137,0
4849.393258557813,0
4859.072698088009,0
4885.545989133079,0
4886.799380105272,0
4891.559029698503,0
4895.2989627734305,0
4903.151416175781,0
4910.465215312648,1
4911.704435960377,1
4919.7913776177475,1
4923.410424684168,2
4927.921543932598,2
4942.9649995098025,3
4943.44214775795,3
4964.801394855326,2
4972.8050862571345,2
4978.275122263178,3
4979.906667214831,2
4987.7164371930085,2
4998.194498831391,3
5001.430879713788,4
5005.741491995947,5
5008.817637812056,4
5011.456850805211,3
5020.1292590717785,3
5030.143729978643,2
5050.733643866181,1
5089.47709842623,0
5097.474295240455,0
5127.26609380795,0
5128.225816935562,0
5131.067858765638,0
5135.222677952587,0
5140.3523757468765,0
5153.1855268875,0
5163.016755000446,0
5163.764216419358,0
5171.882191001544,0
5172.868267224702,0
5179.867526612986,1
5186.076226980155,1
5195.4284788136965,0
5198.637872645419,0
5199.900600044218,0
5202.146694680388,0
5206.0604349755995,0
5213.675895186185,0
5232.450286299516,0
5243.390801540096,0
5252.767217507661,0
5257.668440056067,0
5261.602155806802,0
5266.168342890501,0
5274.479715229418,0
5286.110460991311,0
5291.2957052085785,0
5308.655589933933,0
5311.365148375068,0
5316.591615315754,1
5321.033010454424,1
5326.03133577195,1
5332.579155912824,0
5337.046241911938,0
5353.943557785055,0
5395.6479106179595,0
5399.519611607208,0
5410.693932478836,0
5417.202749691272,0
5432.671706488443,0
5439.13781972044,0
5449.6040778968745,0
5451.289859897362,0
5466.821046015682,0
5478.5965825656685,0
5492.771453072282,0
5494.492664826538,0
5501.564907192762,0
5509.7346409929605,0
5516.793622017299,0
5527.458690533992,0
5531.529009890218,0
5532.283454534942,0
5535.454741272847,0
5538.098772657176,0
5559.875281604383,0
5562.04417193032,0
5570.279136219794,0
5572.377618635189,0
5585.509920466616,0
5598.188272542783,0
5598.188736689659,0
5598.310350008618,0
5606.857178300039,0
5619.292596890496,0
5620.198918561115,0
5639.770058404455,0
5651.908806329637,0
5653.680656622199,0
5660.757168933577,0
5662.984676323104,0
5688.016725740825,1
5689.785488471854,1
5693.576460230761,0
5739.343012278094,0
5739.5232392349535,0
5740.700292754535,0
5744.324667135144,0
5744.633304252677,0
5746.07151716951,0
5749.291051214366,1
5753.885686302194,1
5756.17928305371,2
5762.979599526928,1
5763.504265631671,2
5766.270034695449,1
5769.116263427626,1
5774.933592106593,0
5795.060122790984,0
5796.522495656214,0
5797.132765802332,0
5820.816245342629,0
5821.373092114992,0
5831.972691244691,0
5837.310093419326,0
5839.168017417329,1
5855.670890533834,2
5861.750249856047,2
5863.8653849356615,1
5866.652933454792,0
5878.44114990932,0
5878.629987227576,0
5885.574886042484,0
5888.66398069975,0
5892.102906954752,0
5900.42313499685,0
5912.477057664889,0
5914.313271676276,0
5929.446087152137,0
5938.517100709018,0
5942.960406286316,0
5963.331846746621,0
5978.640680789567,0
5979.628304955425,0
5982.121822954777,0
5982.815236683779,0
5986.66235988584,0
5987.919553593434,0
5992.636074398381,0
5996.348160454207,0
6004.361020121151,0
6004.90260123053,0
6005.438309956447,0
6021.655668472311,0
6024.327975364898,0
6038.569967749666,0
6048.565801466228,0
6068.919925914354,0
6074.55132649223,0
6092.074404688224,0
6105.806866326159,0
6107.50411694235,0
6111.864595682215,0
6112.332817860654,0
6128.456316443984,0
6131.25376265667,0
6146.682161258592,0
6147.138537854428,0
6158.764329037842,0
6164.512938156329,0
6165.758612186267,0
6174.783722014791,0
6179.50778907056,0
6181.2634549287195,0
6185.122990788661,0
6199.172391479999,0
6199.607906755756,0
6201.054026780937,0
6234.558519099191,0
6266.933177590997,0
6270.028393108414,0
6273.001318686555,0
6294.542622098517,0
6299.781543684639,0
6335.276360259273,0
6341.471818959222,0
6347.157119140777,0
6348.713098090268,0
6354.686568023799,0
6355.514779852273,0
6355.8651905493925,0
6374.475896297598,0
6383.759721225985,0
6386.626651942138,1
6386.629386991062,0
6398.760926025208,0
6399.26778782506,0
6407.231258805515,0
6418.896413228416,0
6443.451742812559,0
6450.642502665317,0
6453.462790628153,0
6454.406593554356,0
6456.9627278351345,1
6462.569822144404,1
6484.716155372228,2
6485.515454533717,2
6505.956028998931,1
6510.960343356805,1
6518.612128645522,2
6530.841468552917,2
6533.453614860281,2
6535.413754998333,3
6546.689088027206,2
6546.985680447029,3
6548.071474622064,3
6549.601772668744,4
6553.885261420974,4
6560.707200753961,5
6566.194288696868,5
6571.351641564048,4
6574.87520243814,4
6578.065809501084,3
6578.610233243874,3
6589.329154488514,3
6593.262623519677,2
6593.500115830493,2
6596.178498584438,2
6599.043586146203,1
6601.0580705355205,0
6605.750399358135,0
6607.809528932272,1
6616.697745215304,0
6620.357860827886,0
6630.539053059021,0
6633.903748543278,0
6639.707011703435,1
6640.955786373754,0
6643.698152354125,1
6645.337368080336,0
6647.605375887136,1
6650.687154751061,0
6659.57629418314,0
6660.9068314381275,0
6674.653506467633,0
6681.446480756045,0
6715.289067961826,0
6717.942123274263,0
6739.671031680523,0
6752.9179343049045,0
6778.0800787427615,0
6782.289773067347,0
6787.501397639153,0
6813.19975734555,0
6824.365510284837,0
6825.61813276902,0
6834.939484281111,0
6844.043060735608,0
6850.665176635925,0
6855.4453246553785,0
6860.342323687075,0
6875.995369185355,0
6891.422790591248,0
6897.193884899209,0
6898.615431881192,0
6898.9148688431305,0
6902.744041134083,0
6902.800832719521,0
6904.864386016221,0
6907.355988755974,0
6920.457998696746,0
6922.156465630014,0
6930.182914013374,0
6931.989399547452,0
6932.492343426112,0
6955.2381641255815,0
6962.817972968588,0
6963.070434173605,0
6964.97084377856,0
6969.778977695074,0
6981.549279193298,0
6995.6483018761255,0
6996.565982306901,0
7003.0483993785665,0
7010.0118966608,0
7021.734043951901,0
7023.682469193105,0
7029.569712455379,0
7032.079867757256,0
7043.162538340769,0
7052.7431692214095,0
7054.427993078458,0
7066.294904298589,0
7074.480043294941,0
7079.69804351152,0
7083.738903793962,0
7091.918091515841,0
7098.678480496401,0
7106.956440364395,0
7108.0470758631545,0
7111.492522757078,0
7118.045808868101,0
7118.085596176773,0
7131.125198919552,0
7152.731609093146,0
7161.843467308294,0
7169.36070687474,0
7172.140425655487,0
7175.315029891595,0
7175.664521239187,0
7194.880104600463,0
7196.911114318439,0
7202.395929520075,0
7204.564142419988,0
7205.63779033676,0
7213.850219163852,0
7223.29805683456,0
7238.4222177776355,0
7249.423460006418,0
7250.609256797463,0
7255.673355761642,0
7256.281758988437,0
7257.9640357449325,0
7260.483511770527,0
7265.241163744373,0
7273.608069038016,0
7283.499255892128,0
7286.2129411132455,0
7293.993455504744,0
7300.57027013659,0
7304.374700697156,0
7317.178043670875,0
7332.633724585185,0
7351.449571588174,0
7353.495536223177,0
7363.002565011195,0
7365.222171610299,0
7366.418780103608,0
7377.755724650981,0
7392.539456549837,0
7393.241219672969,0
7407.828107357138,0
7418.539030295896,0
7421.681442153489,0
7421.8772925890635,0
7424.2471377346465,0
7438.596275098601,0
7439.8417494205705,0
7449.377566152504,0
7449.485043364264,0
7449.5704857484125,0
7451.957065031343,0
7452.910536872669,0
7456.947201365363,0
7461.777562154754,0
7466.159999940276,0
7474.601097227125,0
7491.386982974605,0
7501.196059960314,0
7506.574679444438,0
7507.655256042177,0
7508.723031801397,0
7529.091605239195,0
7532.150694101205,0
7538.719964778898,0
7546.75555297266,0
7556.217260065211,0
7566.845265352918,0
7571.678560424877,0
7572.25553645415,0
7589.539565007932,0
7599.598810631621,0
7602.742484376483,0
7604.344521706149,0
7604.499720449207,0
7610.249029912992,0
7615.337356680231,0
7616.210117389929,0
7619.9394155738755,0
7628.8254373338905,0
7636.182992497419,0
7656.572317788769,0
7665.2258945388285,0
7679.030386321507,0
7679.632750857899,0
7687.486735042146,0
7712.209697603405,0
7713.705795675241,0
7721.220373946353,0
7731.482774602567,0
7733.840062693963,0
7744.278030248181,0
7752.129560318891,0
7758.884715331713,0
7781.331437122155,0
7781.819909785753,0
7781.939868100264,0
7785.630176610401,0
7790.235433359085,0
7792.656801286424,0
7796.227650552983,0
7806.438158185397,0
7812.991883830246,0
7818.6502635736,0
7820.716520818905,0
7821.186883713174,0
7821.817151222447,0
7822.484762213499,0
7823.930048718376,1
7825.394358919862,2
7830.606715484378,2
7843.130898106895,2
7845.835532629271,1
7850.929964127157,1
7871.215651806898,1
7873.7205298578865,2
7874.152719662175,1
7878.429897328153,1
7885.8629962079,1
7887.009236315682,1
7891.275241791597,1
7893.924178144093,2
7899.389799231417,1
7900.593212776241,0
7911.062149170007,0
7916.01463154791,0
7928.279836205695,0
7935.418248685012,1
7935.74982933968,1
7937.571148552382,0
7939.5065605442005,1
7942.295666095357,1
7945.432206226193,0
7950.025005745896,0
7951.71882205072,0
7953.31551499587,0
7955.5006965946395,0
7956.361654430964,0
7957.141961245939,1
7961.463508506774,2
7963.366877097719,1
7971.78962049111,2
7973.494232260446,3
7976.567637274094,3
7979.774581508963,2
7986.399813284707,1
7998.437489229223,0
8005.653978772661,0
8008.610479793052,0
8015.791682850807,0
8016.368684686482,0
8027.944414950883,0
8032.504597503069,0
8033.193137798982,0
8034.595035420388,0
8048.117307752398,0
8048.64077188322,0
8058.326832831358,0
8062.7815657830715,0
8065.90352748469,0
8069.13927362831,0
8071.328422233144,0
8084.6996383880205,0
8101.60618119157,0
8102.467886819498,0
8144.1539920320565,0
8149.830144280153,0
8152.879847844694,0
8162.830073738534,0
8170.100137549117,0
8171.122590477406,0
8185.940906663162,0
8195.39478936522,0
8198.988874337034,0
8213.063472962673,0
8232.461051644126,0
8241.97595270889,0
8253.204642470577,0
8257.424089522721,0
8258.138522001791,0
8292.741126055982,0
8296.716558611857,0
8306.358303917483,0
8317.487128279316,0
8326.958451285529,0
8328.966074203194,0
8339.51182967852,0
8346.436002813418,0
8353.600820721298,0
8358.738525964201,0
8364.65836215408,0
8374.029481476597,0
8403.392039421218,0
8405.524616117642,0
8410.373220909638,0
8415.991964495057,0
8425.447148809162,0
8432.528437789724,0
8454.87073108065,0
8460.086636758724,0
8460.856204374764,0
8464.464070212336,0
8469.262542786444,0
8477.281202582728,0
8483.946153795127,0
8490.426105816226,0
8503.035993083473,0
8512.988756240547,0
8523.836451430147,0
8540.597906263742,0
8548.098424832775,0
8563.58097633411,0
8564.433495854873,0
8573.71212177918,0
8580.950900585902,0
8606.782412300858,0
8632.10331814806,0
8648.313798312556,0
8655.505957177047,0
8658.212010759096,0
8665.580860876687,0
8675.202069389856,0
8694.216716114257,1
8696.503226096267,0
8705.187366665225,0
8708.5996002197,1
8709.244896973552,0
8719.353219680212,0
8726.075645999217,0
8737.95126486327,0
8770.29724471293,0
8785.093401776305,0
8791.4695840144,0
8792.853866812744,0
8796.55475683207,1
8800.290257519147,2
8802.353767766137,3
8817.408480523307,3
8818.503030258647,3
8823.366978617552,3
8826.303044404513,2
8832.102400522332,2
8834.83236459942,3
8839.827233390255,2
8843.790386134737,3
8846.389809802333,3
8856.601510481389,3
8859.061766626808,4
8859.476064400182,5
8861.62306264264,5
8865.951725533034,4
8870.023945350327,4
8873.495677739767,5
8877.776205639093,4
8885.61866256358,4
8888.731198179503,3
8890.688281879242,2
8895.388210216233,1
8897.034170090781,1
8900.789422608805,2
8907.787898152552,1
8918.028366095166,1
8919.456257039403,2
8924.363465805976,1
8927.943562925082,0
8931.832267600852,1
8934.380732337218,0
8939.146291843292,1
8944.672746496573,1
8945.948597223409,0
8954.060089882618,0
8965.966038953804,0
8966.176640326034,0
8972.153435631591,0
8976.854567634542,0
8980.718122873117,0
8982.259529801771,0
8985.894249405454,0
8987.071528083605,0
9012.045397916292,0
9023.963082610366,0
9026.320447753415,0
9027.34285458385,0
9028.413087687093,1
9031.860253349643,1
9039.913249494748,1
9040.030146282603,1
9041.236886335237,0
9046.112876674035,0
9047.991564248441,0
9059.030824095045,1
9059.675972881507,0
9060.289938217058,0
9062.354113644271,1
9078.791196887452,0
9105.3633278,0
9108.166465773773,0
9114.760606129488,0
9115.904303778001,0
9118.61282478869,0
9120.264196947766,0
9135.817979597656,0
9141.817264082485,0
9151.336695439644,0
9168.249437505443,0
9168.28251508617,0
9187.995040973075,0
9197.144992570307,0
9207.97413576452,0
9240.353918264756,0
9260.54786628563,0
9272.665001684873,0
9276.341633429369,0
9305.866135074886,0
9306.762029993599,0
9319.25770839555,0
9343.516496530247,0
9347.24861730554,0
9348.552203290068,0
9352.415739048329,0
9359.015387279536,0
9365.296456081362,0
9367.246607210109,0
9367.498756087572,0
9392.604558239658,0
9395.686460378512,0
9399.964561188737,0
9419.163599344738,0
9427.377139577844,0
9432.772782560907,0
9433.689187481876,0
9445.094801361543,0
9448.906957235411,0
9454.359649555225,0
9473.507488818026,0
9494.835797083879,0
9502.014907348537,1
9505.554452243689,1
9514.249151249693,2
9517.811930639662,1
9520.042404376787,1
9522.62857818049,0
9529.026243661503,0
9532.977745023078,0
9538.491261668172,0
9540.160391969908,0
9545.918759929269,1
9555.62015465804,0
9580.970528597783,0
9583.421068578018,0
9592.077091011335,0
9600.810192119454,0
9603.155307129924,0
9606.726324480596,0
9607.606896462165,0
9647.627175588377,0
9649.847770422883,0
9669.37927832357,0
9672.214692025298,0
9684.994082404233,0
9694.023565882124,0
9695.415570494155,0
9700.885502025165,0
9712.167224555804,0
9715.24842582959,0
9734.923037251967,0
9738.15760764412,1
9738.82349830658,2
9741.859932644455,2
9752.011020444672,2
9753.71332456559,1
9758.081198322825,1
9758.157478057034,0
9758.62088027627,0
9758.877854882476,1
9761.181585955454,1
9762.688115236842,0
9795.7852649144,0
9796.404032158689,0
9798.597765953715,0
9803.181057445845,0
9805.70876047945,0
9807.546477773141,0
9815.240927529601,0
9816.083070883476,0
9822.808668561469,0
9823.4347419852,0
9839.303243043661,0
9840.540480890424,0
9843.226224687818,0
9860.933504577271,0
9863.923860157594,0
9881.036806884047,0
9885.122501799611,0
9895.4919867663,0
9904.698159619804,0
9906.501369460879,0
9930.802094288641,0
9942.532468635083,0
9947.619534124151,0
9954.17115430022,0
9959.234646723775,0
9962.42098467432,0
9997.50927676356,0
10000.573751645436,0
10007.649117479052,0
10012.454042521284,0
10050.337131982575,0
10064.505206624612,0
10068.657027754452,0
10072.357859852038,0
10079.274108310665,0
10086.486345234609,1
10087.275981550321,1
10091.180291697574,0
10095.504301702464,1
10095.723572045885,1
10103.515232555052,1
10107.532190116153,1
10113.484600672951,1
10131.50086579336,0
10145.917988013478,0
10147.508450967029,0
10161.140855151043,0
10162.281001656507,0
10162.907561174674,0
10166.518277992249,0
10168.256602557401,0
10173.559527862706,0
10176.247136812472,0
10179.859878516412,0
10183.634634227516,0
10189.74880902732,0
10190.468403906643,0
10197.74893172959,0
10216.79480026849,0
10218.26288317731,0
10234.025574747711,0
10248.7580565491,0
10250.51571663519,1
10252.410032013688,2
10252.656580065226,2
10258.114657140375,3
10263.324675647838,3
10263.689622674183,2
10273.490241224923,1
10275.056435435023,0
10280.27436970095,0
10281.48630644918,0
10287.114928913694,0
